id,entity_type,name,description,official_url,repository_url,manufacturer,robot_type,physical_form,capabilities,payload,mobility,weight,operating_system,open_source,commercial_status,source_name,source_url,website_status,logo_status,quality_score,updated_at
robot:charbel-a-hc/skipp,robot,SKIPP,Repository for the End-to-end Sketch-Guided Path Planning through Imitation Learning for Autonomous Mobile Robots Publication,,https://github.com/charbel-a-hc/skipp,charbel-a-hC,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:wentaobi/autonomous-mobile-robot,robot,Autonomous-Mobile-Robot,VFH+ path planning in the ROS Gazebo,,https://github.com/wentaobi/autonomous-mobile-robot,Wentaobi,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:cccitron/mastersthesis,robot,mastersThesis,Masters Thesis code for: Low Cost Stereo Vision System for Autonomous Mobile Robots.,,https://github.com/cccitron/mastersthesis,cccitron,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:nomeera/nomeer_robot_ros2,robot,nomeer_robot_ros2,Autonomous Mobile Robot | ROS 2 - Gazebo Fortress,,https://github.com/nomeera/nomeer_robot_ros2,nomeera,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:phamcongtrang/omnibot,robot,OmniBot,"An autonomous mobile robot project developed by a group of students at Hanoi University of Science and Technology, under the guidance of Prof. Assoc. Nguyễn Phạm Thục Anh",,https://github.com/phamcongtrang/omnibot,PhamCongTrang,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:lara-unb/amora,robot,amora,"The Autonomous Mobile Robot Algorithms (AMORA) project aims to enable our Pioneer 3 robots to perform simple tasks autonomously. In order to do so, we plan to integrate state-of-the-art algorithms in path planning, navigation, SLAM, object recognition and others within the ROS framework.",,https://github.com/lara-unb/amora,lara-unb,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:lingzhen07/ros2-stm32-autonomous-robot,robot,ros2-stm32-autonomous-robot,"ROS 2 + STM32 autonomous mobile robot with CAN FD drivetrain control, RPLIDAR obstacle stopping, SLAM and navigation on Orange Pi AI Pro.",,https://github.com/lingzhen07/ros2-stm32-autonomous-robot,LingZhen07,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:pranayg/autonomous-mobile-robot,robot,Autonomous-Mobile-Robot,The Autonomous Mobile Robot (AMR) was designed and developed as a multipurpose robot for warehouse applications with a payload capacity of 100 to 120kgs.,,https://github.com/pranayg/autonomous-mobile-robot,PranayG,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:motomechatronics/amr_pallet_trucks,robot,amr_pallet_trucks,Autonomous Mobile Robot Pallet Trucks,,https://github.com/motomechatronics/amr_pallet_trucks,motomechatronics,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:avishkasandeepa/webots-autonomous-mobile-robot,robot,webots-Autonomous-Mobile-Robot,All the project files related to the development of an autonomous mobile robot using WEBOTS simulation platform for UOM's EN2532 - Robot Design and Competition Module,,https://github.com/avishkasandeepa/webots-autonomous-mobile-robot,AvishkaSandeepa,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:nicolasalan/reinforcement,robot,reinforcement,Deep Reinforcement Learning for Real Autonomous Mobile Robot Navigation,,https://github.com/nicolasalan/reinforcement,Nicolasalan,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:furo-org/cageplugin,robot,CagePlugin,Autonomous mobile robot simulator plugin for UE4,,https://github.com/furo-org/cageplugin,furo-org,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:lukevanin/autonomous-robot,robot,autonomous-robot,Make an autonomous mobile robot using your LiDAR capable iOS device and Lego® Mindstorms Robot Inventor or Spike Prime,,https://github.com/lukevanin/autonomous-robot,lukevanin,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:cao-yu/drl-autonomous-path-following,robot,DRL-Autonomous-Path-Following,Official implementation for the paper “Path Following for Autonomous Mobile Robots with Deep Reinforcement Learning”. A fully Python-based DRL framework for autonomous mobile robot path following on predefined (random) paths.,https://doi.org/10.3390/s24020561,https://github.com/cao-yu/drl-autonomous-path-following,cao-yu,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Commercial Product,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:aayushmishramechatronics/vamr_msd,robot,vamr_msd,Vision-Assisted Autonomous Mobile Robot with Mission-Level Task Scheduling and Docking in ROS2-Humble,,https://github.com/aayushmishramechatronics/vamr_msd,aayushmishramechatronics,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:dadananjesha/path-planning-for-intelligent-mobile-robots,robot,Path-Planning-for-Intelligent-Mobile-Robots,Path Planning for Intelligent Mobile Robots  A comprehensive framework for advanced path planning algorithms used in autonomous mobile robots.,,https://github.com/dadananjesha/path-planning-for-intelligent-mobile-robots,DadaNanjesha,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:ajbhandurge/gatibot-differential-drive-robot-for-slam-and-navigation,robot,Gatibot-Differential-Drive-Robot-for-SLAM-and-Navigation,"The official SVR Robotics repository for Gati Bot: A high-precision, fully autonomous mobile robot platform designed for professional-grade navigation and industrial research.",,https://github.com/ajbhandurge/gatibot-differential-drive-robot-for-slam-and-navigation,AJBhandurge,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:harshonyou/autonomous-item-retrieval,robot,autonomous-item-retrieval,"autonomous mobile robot system for item retrieval within a simulated environment | demonstrates an integrated approach to autonomous exploration, obstacle avoidance, item detection, retrieval, and efficient navigation back to a home zone",https://harshonyou.github.io/Autonomous-Item-Retrieval/report.pdf,https://github.com/harshonyou/autonomous-item-retrieval,harshonyou,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Commercial Product,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:raed-houimli/robonavai,robot,RoboNavAI,"Autonomous mobile robot (AMR) built with ROS 2 Humble for indoor navigation using LiDAR, camera vision, and ultrasonic sensors as a part of University Project with a CI pipeline simulated on gazebo and deployed on jetson xavier.",,https://github.com/raed-houimli/robonavai,raed-houimli,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:space-gamer/fredbots,robot,fredbots,"FRedBots is a ROS-based multi-robot warehouse automation system using Q-learning for real-time path planning, task scheduling, and collision avoidance. Presented at ICCCR 2025 (Hangzhou, China), the project demonstrates scalable reinforcement learning integration for autonomous mobile robots in simulated warehouse environments.",,https://github.com/space-gamer/fredbots,Space-Gamer,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:faaizz/tuk_seminar,robot,tuk_seminar,Seminar on MPC based Path Tracking using Potential Field for Autonomous Mobile Robots,,https://github.com/faaizz/tuk_seminar,Faaizz,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:ncsu-yoon-lab/project-oval,robot,project-oval,This is the code for our lab's autonomous mobile robot,,https://github.com/ncsu-yoon-lab/project-oval,ncsu-yoon-lab,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:robotics-kosta/amr-localization-with-extended-kalman-filter-and-lidar-sensor,robot,AMR-Localization-with-Extended-Kalman-Filter-and-Lidar-sensor,Fixing localisation of autonomous mobile robot (TurtleBot3) using Extended Kalman Filter and Lidar sensor.,,https://github.com/robotics-kosta/amr-localization-with-extended-kalman-filter-and-lidar-sensor,Robotics-kosta,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:czagrzebski/ros-amr,robot,ROS-AMR,"An autonomous mobile robot built with a MEGA 2560, L298N Driver, DG01D-E DC Motor w/ Encoder, Bosch BNO055, Raspberry Pi 4, and RPLIDAR A1M8. ",,https://github.com/czagrzebski/ros-amr,czagrzebski,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:leksialevin7700/copellia-patrol,robot,copellia-patrol,"Autonomous mobile robot simulation in CoppeliaSim with zone-based behavior, obstacle avoidance, and LED indicators. Includes Lua scripts and scene files for easy testing and modification",,https://github.com/leksialevin7700/copellia-patrol,leksialevin7700,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:ajbhandurge/robomuse_ui--amr-ui-for-c4i4,robot,ROBOMUSE_UI--AMR-UI-For-C4I4,"A production-grade, full-stack Web UI for the Autonomous Mobile Robot (AMR). Engineered with ROS 2 Humble and Nav2, featuring real-time SLAM, waypoint-based mission control, AprilTag-guided docking, and a fully autonomous delivery pipeline triggered by integrated load-cell data.",,https://github.com/ajbhandurge/robomuse_ui--amr-ui-for-c4i4,AJBhandurge,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:awmr22/autonomous-mobile-robot,robot,Autonomous-Mobile-Robot,,,https://github.com/awmr22/autonomous-mobile-robot,AWMR22,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.7,2026-09-17T12:17:56.881555+00:00
robot:neobotix/rox,robot,rox,ROX is a roboust and modular Autonomous Mobile Robot(AMR) with different omnidirectional and differential kinematics variants. ,https://neobotix-robots.com/products/mobile-robots/mobile-robot-rox,https://github.com/neobotix/rox,neobotix,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Commercial Product,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:dominikgithub/agv,robot,AGV,"Autonomous Mobile Robot, LiDAR SLAM",,https://github.com/dominikgithub/agv,DominikGithub,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:ngonguyenvu/autonomous-mobile-robot,robot,Autonomous-Mobile-Robot,"AuBot is an omnidirectional mobile robot platform powered by ROS 2 Humble and Intel NUC. Features include SLAM, autonomous navigation, obstacle avoidance, map exploration, and AI perception.",,https://github.com/ngonguyenvu/autonomous-mobile-robot,NgoNguyenVu,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:nj-ramadhan/polman-mbd-ros2-polebot-amr,robot,polman-mbd-ros2-polebot-amr,Autonomous Mobile Robot (AMR) using ROS2 framework developed in Bandung Polytechnic for Manufacturing (Polman Bandung),,https://github.com/nj-ramadhan/polman-mbd-ros2-polebot-amr,nj-ramadhan,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:siddarth09/rusty,robot,Rusty,"Rusty is autonomous mobile robot, used  in warehouse automation and home service application for pick and drop",,https://github.com/siddarth09/rusty,siddarth09,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:suneshsundarasami/comprehensive-navigation-system-for-autonomous-mobile-robots,robot,Comprehensive-Navigation-System-for-Autonomous-Mobile-Robots,"ROS2-based navigation framework for autonomous mobile robots integrating path planning, localization, and exploration on the Robile platform.",,https://github.com/suneshsundarasami/comprehensive-navigation-system-for-autonomous-mobile-robots,SuneshSundarasami,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:torreskai0722/followme,robot,FollowMe,Development of an indoor autonomous mobile robots.,,https://github.com/torreskai0722/followme,Torreskai0722,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:spacewalker31552/finalproject-collaboration-of-autonomous-mobile-robots-with-different-wheel-types-in-transportation,robot,FinalProject-Collaboration-of-Autonomous-Mobile-Robots-with-Different-Wheel-Types-in-Transportation,My Bachelor Degree Final Project at KMUTT (PRE496-PRE497),,https://github.com/spacewalker31552/finalproject-collaboration-of-autonomous-mobile-robots-with-different-wheel-types-in-transportation,SPACEWALKER31552,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881555+00:00
robot:surfertas/amr_core,robot,amr_core,Packages related to autonomous mobile robots using Deep Learning and Reinforcement algorithms,,https://github.com/surfertas/amr_core,surfertas,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.882088+00:00
robot:0xdigimon/intelligent-mobile-robot-imr,robot,Intelligent-Mobile-Robot-IMR,we built an autonomous mobile robot called IMR ( Intelligent Mobile Robot )                                              discover our website from URL: https://mostafasaleh1.github.io/graduation-project-website/,,https://github.com/0xdigimon/intelligent-mobile-robot-imr,0xDigimon,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.882088+00:00
robot:yazanrihan/campus-courier,robot,Campus-Courier,Campus Courier is a autonomous mobile robot that is designated to operate within the campus of University of Sharjah. Its main mission is to navigate autonomously from one room to another on the campus transporting a load. This repo contains the ROS2 packages used for it to operate,,https://github.com/yazanrihan/campus-courier,YazanRihan,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.882088+00:00
robot:lavahawk0123/auto-dock,robot,Auto-Dock,A repository that contains a simulation and automation pipeline for an Autonomous Mobile Robot(AMR) to detect and dock autonomously dock into a charging station using Deep Learning and ROS,,https://github.com/lavahawk0123/auto-dock,LavaHawk0123,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.882088+00:00
robot:logesh1516/nikiro_simulation,robot,Nikiro_simulation,"Nikiro is a ROS 2-based Autonomous Mobile Robot (AMR) platform designed for indoor navigation using a differential drive system. Built with modularity and simulation in mind, Nikiro leverages Gazebo, RViz, and Nav2 for SLAM, localization, and path planning.This repo focuses on the simulation of the mycobot and amr.",,https://github.com/logesh1516/nikiro_simulation,logesh1516,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.882088+00:00
robot:basavarajnavalgund/workplace-service-robot,robot,Workplace-Service-Robot,"Autonomous Mobile Robot (AMR), a holonomic drive with 4 mecanum-wheels. It autonomously maps an environment, localizes itself, and navigate to pick-up and drop-off objects in a simulated environment.",,https://github.com/basavarajnavalgund/workplace-service-robot,basavarajnavalgund,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.882088+00:00
robot:youngstar152/autonomous-mobile-robot-reinforcement-learning,robot,Autonomous-Mobile-Robot-Reinforcement-Learning,Autonomous Mobile Robot with Moving Obstacle Avoidance Based on Simulation and Reinforcement Learning,,https://github.com/youngstar152/autonomous-mobile-robot-reinforcement-learning,youngstar152,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.882088+00:00
robot:breadli428/eth-autonomous-mobile-robots,robot,eth-autonomous-mobile-robots,,,https://github.com/breadli428/eth-autonomous-mobile-robots,breadli428,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.7,2026-09-17T12:17:56.882088+00:00
robot:moez-la/autonomous-mobile-robot-ros2,robot,Autonomous-mobile-robot-ros2,"ROS2 Humble mobile robot simulation — differential drive URDF, 2D LiDAR, SLAM mapping (slam_toolbox), teleoperation, custom Gazebo world. Docker deployment.",,https://github.com/moez-la/autonomous-mobile-robot-ros2,Moez-La,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.882088+00:00
robot:avnishgupta143/ddpg_amr_control,robot,DDPG_AMR_Control,This repo contains code for DDPG based controller for autonomous mobile robot. ,,https://github.com/avnishgupta143/ddpg_amr_control,AvnishGupta143,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.882088+00:00
robot:tinker-twins/path_planning_algorithms_for_autonomous_mobile_robots,robot,Path_Planning_Algorithms_For_Autonomous_Mobile_Robots,This repository contains path planning algorithms for autonomous mobile robots.,,https://github.com/tinker-twins/path_planning_algorithms_for_autonomous_mobile_robots,Tinker-Twins,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.882088+00:00
robot:paulus-seo/audi-git-turtlebot3_autorace,robot,AuDi-GIT-turtlebot3_autorace,Program development for driving autonomous mobile robot,,https://github.com/paulus-seo/audi-git-turtlebot3_autorace,paulus-seo,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.882088+00:00
